M	L	2009	50	1
M	L	2009	100	1
M	L	2009	200	1
M	L	2009	400	1
M	L	2009	500	1
M	L	2009	800	1
M	L	2009	1000	1
M	L	2009	1500	1
M	L	2009	1650	1
M	L	2009	50	2
M	L	2009	100	2
M	L	2009	200	2
M	L	2009	50	3
M	L	2009	100	3
M	L	2009	200	3
M	L	2009	50	4
M	L	2009	100	4
M	L	2009	200	4
M	L	2009	100	5
M	L	2009	200	5
M	L	2009	400	5
M	L	2010	50	1
M	L	2010	100	1
M	L	2010	200	1
M	L	2010	400	1
M	L	2010	500	1
M	L	2010	800	1
M	L	2010	1000	1
M	L	2010	1500	1
M	L	2010	1650	1
M	L	2010	50	2
M	L	2010	100	2
M	L	2010	200	2
M	L	2010	50	3
M	L	2010	100	3
M	L	2010	200	3
M	L	2010	50	4
M	L	2010	100	4
M	L	2010	200	4
M	L	2010	100	5
M	L	2010	200	5
M	L	2010	400	5
M	L	2011	50	1
M	L	2011	100	1
M	L	2011	200	1
M	L	2011	400	1
M	L	2011	500	1
M	L	2011	800	1
M	L	2011	1000	1
M	L	2011	1500	1
M	L	2011	1650	1
M	L	2011	50	2
M	L	2011	100	2
M	L	2011	200	2
M	L	2011	50	3
M	L	2011	100	3
M	L	2011	200	3
M	L	2011	50	4
M	L	2011	100	4
M	L	2011	200	4
M	L	2011	100	5
M	L	2011	200	5
M	L	2011	400	5
M	L	2012	50	1
M	L	2012	100	1
M	L	2012	200	1
M	L	2012	400	1
M	L	2012	500	1
M	L	2012	800	1
M	L	2012	1000	1
M	L	2012	1500	1
M	L	2012	1650	1
M	L	2012	50	2
M	L	2012	100	2
M	L	2012	200	2
M	L	2012	50	3
M	L	2012	100	3
M	L	2012	200	3
M	L	2012	50	4
M	L	2012	100	4
M	L	2012	200	4
M	L	2012	100	5
M	L	2012	200	5
M	L	2012	400	5
M	L	2013	50	1
M	L	2013	100	1
M	L	2013	200	1
M	L	2013	400	1
M	L	2013	500	1
M	L	2013	800	1
M	L	2013	1000	1
M	L	2013	1500	1
M	L	2013	1650	1
M	L	2013	50	2
M	L	2013	100	2
M	L	2013	200	2
M	L	2013	50	3
M	L	2013	100	3
M	L	2013	200	3
M	L	2013	50	4
M	L	2013	100	4
M	L	2013	200	4
M	L	2013	100	5
M	L	2013	200	5
M	L	2013	400	5
M	L	2014	50	1
M	L	2014	100	1
M	L	2014	200	1
M	L	2014	400	1
M	L	2014	500	1
M	L	2014	800	1
M	L	2014	1000	1
M	L	2014	1500	1
M	L	2014	1650	1
M	L	2014	50	2
M	L	2014	100	2
M	L	2014	200	2
M	L	2014	50	3
M	L	2014	100	3
M	L	2014	200	3
M	L	2014	50	4
M	L	2014	100	4
M	L	2014	200	4
M	L	2014	100	5
M	L	2014	200	5
M	L	2014	400	5
M	L	2015	50	1
M	L	2015	100	1
M	L	2015	200	1
M	L	2015	400	1
M	L	2015	500	1
M	L	2015	800	1
M	L	2015	1000	1
M	L	2015	1500	1
M	L	2015	1650	1
M	L	2015	50	2
M	L	2015	100	2
M	L	2015	200	2
M	L	2015	50	3
M	L	2015	100	3
M	L	2015	200	3
M	L	2015	50	4
M	L	2015	100	4
M	L	2015	200	4
M	L	2015	100	5
M	L	2015	200	5
M	L	2015	400	5
M	L	2016	50	1
M	L	2016	100	1
M	L	2016	200	1
M	L	2016	400	1
M	L	2016	500	1
M	L	2016	800	1
M	L	2016	1000	1
M	L	2016	1500	1
M	L	2016	1650	1
M	L	2016	50	2
M	L	2016	100	2
M	L	2016	200	2
M	L	2016	50	3
M	L	2016	100	3
M	L	2016	200	3
M	L	2016	50	4
M	L	2016	100	4
M	L	2016	200	4
M	L	2016	100	5
M	L	2016	200	5
M	L	2016	400	5
M	L	2017	1500	1
M	L	2017	1650	1
M	L	2017	50	2
M	L	2017	100	2
M	L	2017	200	2
M	L	2017	50	3
M	L	2017	100	3
M	L	2017	200	3
M	L	2017	50	4
M	L	2017	100	4
M	L	2017	200	4
M	L	2017	100	5
M	L	2017	200	5
M	L	2017	50	1
M	L	2017	100	1
M	L	2017	200	1
M	L	2017	400	1
M	L	2017	500	1
M	L	2017	800	1
M	L	2017	1000	1
M	L	2017	400	5
M	L	2018	50	1
M	L	2018	100	1
M	L	2018	200	1
M	L	2018	400	1
M	L	2018	500	1
M	L	2018	800	1
M	L	2018	1000	1
M	L	2018	1500	1
M	L	2018	1650	1
M	L	2018	50	2
M	L	2018	100	2
M	L	2018	200	2
M	L	2018	50	3
M	L	2018	100	3
M	L	2018	200	3
M	L	2018	50	4
M	L	2018	100	4
M	L	2018	200	4
M	L	2018	100	5
M	L	2018	200	5
M	L	2018	400	5
M	L	2019	50	1
M	L	2019	100	1
M	L	2019	200	1
M	L	2019	400	1
M	L	2019	500	1
M	L	2019	800	1
M	L	2019	1000	1
M	L	2019	1500	1
M	L	2019	1650	1
M	L	2019	50	2
M	L	2019	100	2
M	L	2019	200	2
M	L	2019	50	3
M	L	2019	100	3
M	L	2019	200	3
M	L	2019	50	4
M	L	2019	100	4
M	L	2019	200	4
M	L	2019	100	5
M	L	2019	200	5
M	L	2019	400	5
M	S	2009	50	1
M	S	2009	100	1
M	S	2009	200	1
M	S	2009	400	1
M	S	2009	500	1
M	S	2009	800	1
M	S	2009	1000	1
M	S	2009	1500	1
M	S	2009	1650	1
M	S	2009	50	2
M	S	2009	100	2
M	S	2009	200	2
M	S	2009	50	3
M	S	2009	100	3
M	S	2009	200	3
M	S	2009	50	4
M	S	2009	100	4
M	S	2009	200	4
M	S	2009	100	5
M	S	2009	200	5
M	S	2009	400	5
M	S	2010	50	1
M	S	2010	100	1
M	S	2010	200	1
M	S	2010	400	1
M	S	2010	500	1
M	S	2010	800	1
M	S	2010	1000	1
M	S	2010	1500	1
M	S	2010	1650	1
M	S	2010	50	2
M	S	2010	100	2
M	S	2010	200	2
M	S	2010	50	3
M	S	2010	100	3
M	S	2010	200	3
M	S	2010	50	4
M	S	2010	100	4
M	S	2010	200	4
M	S	2010	100	5
M	S	2010	200	5
M	S	2010	400	5
